ParserWithPrecolation_11-20
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
86			19			0			0.78			0.82			14			18			17			2			19			19			1.00			
87			12			0			0.80			0.62			8			10			13			1			12			11			0.92			
88			19			0			1.00			1.00			20			20			20			0			19			19			1.00			
89			17			0			0.89			0.81			17			19			21			0			17			15			0.88			
90			14			0			1.00			1.00			14			14			14			0			14			14			1.00			
91			15			0			1.00			1.00			18			18			18			0			15			15			1.00			
92			14			0			1.00			0.93			13			13			14			0			14			14			1.00			
93			16			0			0.95			0.95			18			19			19			1			16			16			1.00			
94			17			0			0.94			0.94			15			16			16			0			17			17			1.00			
95			15			0			0.88			0.88			14			16			16			2			15			15			1.00			
96			16			0			0.81			0.81			13			16			16			3			16			16			1.00			
97			12			0			1.00			1.00			15			15			15			0			12			12			1.00			
98			18			0			0.94			1.00			17			18			17			0			18			18			1.00			
99			15			0			0.83			0.79			15			18			19			3			15			15			1.00			
100			20			0			1.00			0.95			19			19			20			0			20			20			1.00			
101			20			0			0.81			0.81			17			21			21			3			20			20			1.00			
102			15			0			0.94			0.79			15			16			19			1			15			15			1.00			
103			17			0			0.95			0.90			18			19			20			1			17			16			0.94			
104			11			0			1.00			1.00			12			12			12			0			11			11			1.00			
105			15			0			1.00			1.00			15			15			15			0			15			15			1.00			
106			17			0			0.94			0.89			16			17			18			1			17			17			1.00			
107			11			0			1.00			1.00			12			12			12			0			11			11			1.00			
108			12			0			0.87			0.81			13			15			16			0			12			11			0.92			
109			13			0			1.00			1.00			14			14			14			0			13			13			1.00			
110			13			0			0.60			0.64			9			15			14			4			13			12			0.92			
111			17			0			1.00			1.00			18			18			18			0			17			17			1.00			
112			16			0			1.00			1.00			18			18			18			0			16			16			1.00			
113			15			0			1.00			1.00			15			15			15			0			15			15			1.00			
114			17			0			0.88			0.94			15			17			16			0			17			17			1.00			
115			15			0			1.00			1.00			18			18			18			0			15			15			1.00			
116			15			0			0.74			0.78			14			19			18			4			15			15			1.00			
